variable_name,variable_label,measure,original_type,value_labels_json,missing_ranges_json,missing_user_values_json
y11,Y11 Please choose one option that best describes your ethnic group or background,unknown,F8.0,"{""-999.0"": ""Not stated"", ""1.0"": ""English/Welsh/Scottish/Northern Irish/British"", ""2.0"": ""Irish"", ""3.0"": ""Gypsy or Irish Traveller"", ""4.0"": ""Any other White background, please describe"", ""5.0"": ""White and Black Caribbean"", ""6.0"": ""White and Black African"", ""7.0"": ""White and Asian"", ""8.0"": ""Any other Mixed/Multiple ethnic background, please describe"", ""9.0"": ""Indian"", ""10.0"": ""Pakistani"", ""11.0"": ""Bangladeshi"", ""12.0"": ""Chinese"", ""13.0"": ""Any other Asian background, please describe"", ""14.0"": ""African"", ""15.0"": ""Caribbean"", ""16.0"": ""Any other Black/African/Caribbean background, please describe"", ""17.0"": ""Arab"", ""18.0"": ""Any other ethnic group, please describe""}",[],[]
y12a,Y12A Do you have any educational or work-related qualifications?,unknown,F8.0,"{""-999.0"": ""Not stated"", ""1.0"": ""Yes"", ""2.0"": ""No""}",[],[]
education,Y13A What is the highest qualification you have?,unknown,F53.0,"{""-999.0"": ""Not stated"", ""0.0"": ""No qualification"", ""1.0"": ""Postgraduate degree"", ""2.0"": ""First degree"", ""3.0"": ""Univ/poly diploma"", ""4.0"": ""Teaching qualification"", ""5.0"": ""Nursing qualification"", ""6.0"": ""HNC/HND, City&Guilds level 4, NVQ/SVQ 4/5"", ""7.0"": ""A level or equivalent"", ""8.0"": ""Scottish Higher or equivalent"", ""9.0"": ""ONC/OND, City&Guilds level 3, NVQ/SVQ 3"", ""10.0"": ""GCSE A*-C, CSE grade 1, O level grade A-C"", ""11.0"": ""Scottish Standard grades, Ordinary bands"", ""12.0"": ""GCSE D-G, CSE grades 2-5, O level D-E"", ""13.0"": ""City&Guilds level 2, NVQ/SVQ 2 and equivalent"", ""14.0"": ""City&Guilds level 1, NVQ/SVQ 1 and equivalent"", ""15.0"": ""Clerical and commercial qualifications"", ""16.0"": ""Recognised trade apprenticeship"", ""17.0"": ""Youth training certificate, skill seekers"", ""18.0"": ""Other technical, professional or higher qualification""}",[],[]
y17,Working status,unknown,F8.0,"{""-999.0"": ""Not stated"", ""1.0"": ""Working full time -  employee (30+ hours)"", ""2.0"": ""Working full time - self-employed (30+ hours)"", ""3.0"": ""Working part time - employee (8-29 hours)"", ""4.0"": ""Working part time - self-employed (8-29 hours)"", ""5.0"": ""Unemployed and actively seeking work"", ""6.0"": ""On a government sponsored training scheme"", ""7.0"": ""A full time student or pupil"", ""8.0"": ""Looking after the family or home"", ""9.0"": ""Not working because temporarily sick or injured"", ""10.0"": ""Not working because long-term sick or disabled"", ""11.0"": ""Retired from paid work"", ""12.0"": ""None of these""}",[],[]
y17a,Y17A Have you been unemployed for less than 1 year or longer than that?,unknown,F8.0,"{""-999.0"": ""Not stated"", ""1.0"": ""Less than 1 year"", ""2.0"": ""1 year or more""}",[],[]
y18,"Y18 Have you ever had a paid job at all, apart from any casual or holiday work?",unknown,F8.0,"{""-999.0"": ""Not stated"", ""1.0"": ""Yes"", ""2.0"": ""No""}",[],[]
y18a,Y18A Were you an employee or self employed?,unknown,F8.0,"{""-999.0"": ""Not stated"", ""1.0"": ""Employee"", ""2.0"": ""Self employed""}",[],[]
y22,"Y22 In your job, do/did you have any formal responsibility for supervising the w",unknown,F8.0,"{""-999.0"": ""Not stated"", ""1.0"": ""Yes"", ""2.0"": ""No""}",[],[]
y23,Y23 How many people work(ed) for your employer at the place where you work(ed)?,unknown,F8.0,"{""-999.0"": ""Not stated"", ""1.0"": ""1 to 24"", ""2.0"": ""25 to 499"", ""3.0"": ""500 or more employees""}",[],[]
y24,Y24 Are/Were you working on your own or do/did you have employees?,unknown,F8.0,"{""-999.0"": ""Not stated"", ""1.0"": ""On own/with partner(s) but no employees"", ""2.0"": ""With employees""}",[],[]
y25,Y25 How many people do/did you employ at the place where you work(ed)?,unknown,F8.0,"{""-999.0"": ""Not stated"", ""1.0"": ""1 to 9"", ""2.0"": ""10 to 24"", ""3.0"": ""25 to 499"", ""4.0"": ""500 or more employees""}",[],[]
y26,Marital Status,unknown,F8.0,"{""-999.0"": ""Not stated"", ""1.0"": ""Married"", ""2.0"": ""Living with partner"", ""3.0"": ""Single"", ""4.0"": ""Widowed"", ""5.0"": ""Separated"", ""6.0"": ""Divorced""}",[],[]
y27,"Y27 What best describes what your spouse or partner does, or what they did last",unknown,F8.0,"{""-999.0"": ""Not stated"", ""-1.0"": ""Don't know"", ""1.0"": ""Modern professional occupations"", ""2.0"": ""Clerical and intermediate occupations"", ""3.0"": ""Senior managers or administrators"", ""4.0"": ""Technical and craft occupations"", ""5.0"": ""Semi-routine manual and service occupations"", ""6.0"": ""Routine manual and service occupations"", ""7.0"": ""Middle or junior managers"", ""8.0"": ""Traditional professional occupations"", ""9.0"": ""Never worked""}",[],[]
y36,"Thinking back to when you were 16, who was Chief Income Earner (that is the pers",unknown,F8.0,"{""-999.0"": ""Not stated"", ""-1.0"": ""Don't know"", ""1.0"": ""Father"", ""2.0"": ""Mother"", ""3.0"": ""Sister"", ""4.0"": ""Brother"", ""5.0"": ""Respondent"", ""6.0"": ""Someone else""}",[],[]
y37,Parent class,unknown,F8.0,"{""-999.0"": ""Not stated"", ""-1.0"": ""Don't know"", ""1.0"": ""Modern professional occupations"", ""2.0"": ""Clerical and intermediate occupations"", ""3.0"": ""Senior managers or administrators"", ""4.0"": ""Technical and craft occupations"", ""5.0"": ""Semi-routine manual and service occupations"", ""6.0"": ""Routine manual and service occupations"", ""7.0"": ""Middle or junior managers"", ""8.0"": ""Traditional professional occupations"", ""9.0"": ""Never worked""}",[],[]
y45,"Y45 Finally, as far as you know, is your name on the electoral register, that is",unknown,F8.0,"{""-999.0"": ""Not stated"", ""-1.0"": ""Don't know"", ""1.0"": ""Yes, at this address"", ""2.0"": ""Yes, at another address"", ""3.0"": ""No, I am not registered""}",[],[]
y46a,Y46A Would you be willing for us to add administrative data from the electoral r,unknown,F8.0,"{""-999.0"": ""Not stated"", ""1.0"": ""Yes"", ""2.0"": ""No""}",[],[]
y47,"Y47 We are also conducting a short self-completion survey, and we would be very",unknown,F8.0,"{""-999.0"": ""Not stated"", ""1.0"": ""Yes - via the online survey"", ""2.0"": ""Yes - via paper questionnaire"", ""3.0"": ""No - do not want to take part""}",[],[]
y48_1,y48:No-one else present:Y48 Who else was present during interview?,unknown,F8.0,"{""0.0"": ""No"", ""1.0"": ""Yes""}",[],[]
y48_2,y48:Respondent's partner/husband/wife:Y48 Who else was present during interview?,unknown,F8.0,"{""0.0"": ""No"", ""1.0"": ""Yes""}",[],[]
y48_3,y48:Respondent's son/daughter:Y48 Who else was present during interview?,unknown,F8.0,"{""0.0"": ""No"", ""1.0"": ""Yes""}",[],[]
y48_4,y48:Other adult living in household:Y48 Who else was present during interview?,unknown,F8.0,"{""0.0"": ""No"", ""1.0"": ""Yes""}",[],[]
y48_5,y48:Other young person living in household:Y48 Who else was present during inter,unknown,F8.0,"{""0.0"": ""No"", ""1.0"": ""Yes""}",[],[]
y48_6,y48:Other adult/young person not living in household:Y48 Who else was present du,unknown,F8.0,"{""0.0"": ""No"", ""1.0"": ""Yes""}",[],[]
y48_7,y48:Not stated:Y48 Who else was present during interview?,unknown,F8.0,"{""0.0"": ""No"", ""1.0"": ""Yes""}",[],[]
follow_up,Follow up - online/offline,unknown,F8.0,"{""1.0"": ""Online"", ""2.0"": ""Offline""}",[],[]
cses_q1_1,Left/right: Conservatives,unknown,F8.0,"{""-999.0"": ""Not stated"", ""-1.0"": ""Don't know"", ""0.0"": ""0 Left"", ""1.0"": ""1"", ""2.0"": ""2"", ""3.0"": ""3"", ""4.0"": ""4"", ""5.0"": ""5"", ""6.0"": ""6"", ""7.0"": ""7"", ""8.0"": ""8"", ""9.0"": ""9"", ""10.0"": ""10 Right""}",[],[]
cses_q1_2,Left/right: Labour,unknown,F8.0,"{""-999.0"": ""Not stated"", ""-1.0"": ""Don't know"", ""0.0"": ""0 Left"", ""1.0"": ""1"", ""2.0"": ""2"", ""3.0"": ""3"", ""4.0"": ""4"", ""5.0"": ""5"", ""6.0"": ""6"", ""7.0"": ""7"", ""8.0"": ""8"", ""9.0"": ""9"", ""10.0"": ""10 Right""}",[],[]
cses_q1_3,Left/right: Liberal Democrats,unknown,F8.0,"{""-999.0"": ""Not stated"", ""-1.0"": ""Don't know"", ""0.0"": ""0 Left"", ""1.0"": ""1"", ""2.0"": ""2"", ""3.0"": ""3"", ""4.0"": ""4"", ""5.0"": ""5"", ""6.0"": ""6"", ""7.0"": ""7"", ""8.0"": ""8"", ""9.0"": ""9"", ""10.0"": ""10 Right""}",[],[]
cses_q1_4,Left/right: UKIP,unknown,F8.0,"{""-999.0"": ""Not stated"", ""-1.0"": ""Don't know"", ""0.0"": ""0 Left"", ""1.0"": ""1"", ""2.0"": ""2"", ""3.0"": ""3"", ""4.0"": ""4"", ""5.0"": ""5"", ""6.0"": ""6"", ""7.0"": ""7"", ""8.0"": ""8"", ""9.0"": ""9"", ""10.0"": ""10 Right""}",[],[]
cses_q1_5,Left/right: Greens,unknown,F8.0,"{""-999.0"": ""Not stated"", ""-1.0"": ""Don't know"", ""0.0"": ""0 Left"", ""1.0"": ""1"", ""2.0"": ""2"", ""3.0"": ""3"", ""4.0"": ""4"", ""5.0"": ""5"", ""6.0"": ""6"", ""7.0"": ""7"", ""8.0"": ""8"", ""9.0"": ""9"", ""10.0"": ""10 Right""}",[],[]
cses_q1_6,Left/right: SNP,unknown,F8.0,"{""-999.0"": ""Not stated"", ""-1.0"": ""Don't know"", ""0.0"": ""0 Left"", ""1.0"": ""1"", ""2.0"": ""2"", ""3.0"": ""3"", ""4.0"": ""4"", ""5.0"": ""5"", ""6.0"": ""6"", ""7.0"": ""7"", ""8.0"": ""8"", ""9.0"": ""9"", ""10.0"": ""10 Right""}",[],[]
cses_q1_7,Left/right: PC,unknown,F8.0,"{""-999.0"": ""Not stated"", ""-1.0"": ""Don't know"", ""0.0"": ""0 Left"", ""1.0"": ""1"", ""2.0"": ""2"", ""3.0"": ""3"", ""4.0"": ""4"", ""5.0"": ""5"", ""6.0"": ""6"", ""7.0"": ""7"", ""8.0"": ""8"", ""9.0"": ""9"", ""10.0"": ""10 Right""}",[],[]
cses_q2_1,Redistribution: Conservatives,unknown,F8.0,"{""-999.0"": ""Not stated"", ""-2.0"": ""Don't know"", ""0.0"": ""0 Government should make much greater efforts to make people's incomes more equal"", ""1.0"": ""1"", ""2.0"": ""2"", ""3.0"": ""3"", ""4.0"": ""4"", ""5.0"": ""5"", ""6.0"": ""6"", ""7.0"": ""7"", ""8.0"": ""8"", ""9.0"": ""9"", ""10.0"": ""10 Government should be much less concerned about how equal people's incomes are""}",[],[]
cses_q2_2,Redistribution: Labour,unknown,F8.0,"{""-999.0"": ""Not stated"", ""-2.0"": ""Don't know"", ""0.0"": ""0 Government should make much greater efforts to make people's incomes more equal"", ""1.0"": ""1"", ""2.0"": ""2"", ""3.0"": ""3"", ""4.0"": ""4"", ""5.0"": ""5"", ""6.0"": ""6"", ""7.0"": ""7"", ""8.0"": ""8"", ""9.0"": ""9"", ""10.0"": ""10 Government should be much less concerned about how equal people's incomes are""}",[],[]
cses_q2_3,Redistribution: Liberal Democrats,unknown,F8.0,"{""-999.0"": ""Not stated"", ""-2.0"": ""Don't know"", ""0.0"": ""0 Government should make much greater efforts to make people's incomes more equal"", ""1.0"": ""1"", ""2.0"": ""2"", ""3.0"": ""3"", ""4.0"": ""4"", ""5.0"": ""5"", ""6.0"": ""6"", ""7.0"": ""7"", ""8.0"": ""8"", ""9.0"": ""9"", ""10.0"": ""10 Government should be much less concerned about how equal people's incomes are""}",[],[]
cses_q2_4,Redistribution: UKIP,unknown,F8.0,"{""-999.0"": ""Not stated"", ""-2.0"": ""Don't know"", ""0.0"": ""0 Government should make much greater efforts to make people's incomes more equal"", ""1.0"": ""1"", ""2.0"": ""2"", ""3.0"": ""3"", ""4.0"": ""4"", ""5.0"": ""5"", ""6.0"": ""6"", ""7.0"": ""7"", ""8.0"": ""8"", ""9.0"": ""9"", ""10.0"": ""10 Government should be much less concerned about how equal people's incomes are""}",[],[]
cses_q2_5,Redistribution: Greens,unknown,F8.0,"{""-999.0"": ""Not stated"", ""-2.0"": ""Don't know"", ""0.0"": ""0 Government should make much greater efforts to make people's incomes more equal"", ""1.0"": ""1"", ""2.0"": ""2"", ""3.0"": ""3"", ""4.0"": ""4"", ""5.0"": ""5"", ""6.0"": ""6"", ""7.0"": ""7"", ""8.0"": ""8"", ""9.0"": ""9"", ""10.0"": ""10 Government should be much less concerned about how equal people's incomes are""}",[],[]
cses_q2_6,Redistribution: SNP,unknown,F8.0,"{""-999.0"": ""Not stated"", ""-2.0"": ""Don't know"", ""0.0"": ""0 Government should make much greater efforts to make people's incomes more equal"", ""1.0"": ""1"", ""2.0"": ""2"", ""3.0"": ""3"", ""4.0"": ""4"", ""5.0"": ""5"", ""6.0"": ""6"", ""7.0"": ""7"", ""8.0"": ""8"", ""9.0"": ""9"", ""10.0"": ""10 Government should be much less concerned about how equal people's incomes are""}",[],[]
cses_q2_7,Redistribution: Plaid Cymru,unknown,F8.0,"{""-999.0"": ""Not stated"", ""-2.0"": ""Don't know"", ""0.0"": ""0 Government should make much greater efforts to make people's incomes more equal"", ""1.0"": ""1"", ""2.0"": ""2"", ""3.0"": ""3"", ""4.0"": ""4"", ""5.0"": ""5"", ""6.0"": ""6"", ""7.0"": ""7"", ""8.0"": ""8"", ""9.0"": ""9"", ""10.0"": ""10 Government should be much less concerned about how equal people's incomes are""}",[],[]
cses_q3_1,Like/dislike: Conservatives,unknown,F8.0,"{""-999.0"": ""Not stated"", ""-1.0"": ""Don't know"", ""0.0"": ""0 Strongly Dislike"", ""1.0"": ""1"", ""2.0"": ""2"", ""3.0"": ""3"", ""4.0"": ""4"", ""5.0"": ""5"", ""6.0"": ""6"", ""7.0"": ""7"", ""8.0"": ""8"", ""9.0"": ""9"", ""10.0"": ""10 Strongly Like""}",[],[]
cses_q3_2,Like/dislike: Labour,unknown,F8.0,"{""-999.0"": ""Not stated"", ""-1.0"": ""Don't know"", ""0.0"": ""0 Strongly Dislike"", ""1.0"": ""1"", ""2.0"": ""2"", ""3.0"": ""3"", ""4.0"": ""4"", ""5.0"": ""5"", ""6.0"": ""6"", ""7.0"": ""7"", ""8.0"": ""8"", ""9.0"": ""9"", ""10.0"": ""10 Strongly Like""}",[],[]
cses_q3_3,Like/dislike: Liberal Democrats,unknown,F8.0,"{""-999.0"": ""Not stated"", ""-1.0"": ""Don't know"", ""0.0"": ""0 Strongly Dislike"", ""1.0"": ""1"", ""2.0"": ""2"", ""3.0"": ""3"", ""4.0"": ""4"", ""5.0"": ""5"", ""6.0"": ""6"", ""7.0"": ""7"", ""8.0"": ""8"", ""9.0"": ""9"", ""10.0"": ""10 Strongly Like""}",[],[]
cses_q3_4,Like/dislike: UKIP,unknown,F8.0,"{""-999.0"": ""Not stated"", ""-1.0"": ""Don't know"", ""0.0"": ""0 Strongly Dislike"", ""1.0"": ""1"", ""2.0"": ""2"", ""3.0"": ""3"", ""4.0"": ""4"", ""5.0"": ""5"", ""6.0"": ""6"", ""7.0"": ""7"", ""8.0"": ""8"", ""9.0"": ""9"", ""10.0"": ""10 Strongly Like""}",[],[]
cses_q3_5,Like/dislike: Greens,unknown,F8.0,"{""-999.0"": ""Not stated"", ""-1.0"": ""Don't know"", ""0.0"": ""0 Strongly Dislike"", ""1.0"": ""1"", ""2.0"": ""2"", ""3.0"": ""3"", ""4.0"": ""4"", ""5.0"": ""5"", ""6.0"": ""6"", ""7.0"": ""7"", ""8.0"": ""8"", ""9.0"": ""9"", ""10.0"": ""10 Strongly Like""}",[],[]
cses_q3_6,Like/dislike: SNP,unknown,F8.0,"{""-999.0"": ""Not stated"", ""-1.0"": ""Don't know"", ""0.0"": ""0 Strongly Dislike"", ""1.0"": ""1"", ""2.0"": ""2"", ""3.0"": ""3"", ""4.0"": ""4"", ""5.0"": ""5"", ""6.0"": ""6"", ""7.0"": ""7"", ""8.0"": ""8"", ""9.0"": ""9"", ""10.0"": ""10 Strongly Like""}",[],[]
cses_q3_7,Like/dislike: Plaid Cymru,unknown,F8.0,"{""-999.0"": ""Not stated"", ""-1.0"": ""Don't know"", ""0.0"": ""0 Strongly Dislike"", ""1.0"": ""1"", ""2.0"": ""2"", ""3.0"": ""3"", ""4.0"": ""4"", ""5.0"": ""5"", ""6.0"": ""6"", ""7.0"": ""7"", ""8.0"": ""8"", ""9.0"": ""9"", ""10.0"": ""10 Strongly Like""}",[],[]
cses_q4_1,Votes are counted fairly,unknown,F8.0,"{""1.0"": ""Very often"", ""2.0"": ""Fairly often"", ""3.0"": ""Not often"", ""4.0"": ""Not at all often"", ""5.0"": ""Don't know"", ""6.0"": ""Not stated""}",[],[]
cses_q4_2,Journalists provide fair coverage of elections,unknown,F8.0,"{""1.0"": ""Very often"", ""2.0"": ""Fairly often"", ""3.0"": ""Not often"", ""4.0"": ""Not at all often"", ""5.0"": ""Don't know"", ""6.0"": ""Not stated""}",[],[]
cses_q4_3,Elections officials are fair,unknown,F8.0,"{""1.0"": ""Very often"", ""2.0"": ""Fairly often"", ""3.0"": ""Not often"", ""4.0"": ""Not at all often"", ""5.0"": ""Don't know"", ""6.0"": ""Not stated""}",[],[]
cses_q4_4,Rich people buy elections,unknown,F8.0,"{""1.0"": ""Very often"", ""2.0"": ""Fairly often"", ""3.0"": ""Not often"", ""4.0"": ""Not at all often"", ""5.0"": ""Don't know"", ""6.0"": ""Not stated""}",[],[]
cses_q4_5,Voters are offered a genuine choice at the ballot box,unknown,F8.0,"{""1.0"": ""Very often"", ""2.0"": ""Fairly often"", ""3.0"": ""Not often"", ""4.0"": ""Not at all often"", ""5.0"": ""Don't know"", ""6.0"": ""Not stated""}",[],[]
cses_q5,EU unification: Self,unknown,F8.0,"{""-999.0"": ""Not stated"", ""-1.0"": ""Don't know"", ""0.0"": ""0 European unification has already gone too far"", ""1.0"": ""1"", ""2.0"": ""2"", ""3.0"": ""3"", ""4.0"": ""4"", ""5.0"": ""5"", ""6.0"": ""6"", ""7.0"": ""7"", ""8.0"": ""8"", ""9.0"": ""9"", ""10.0"": ""10 European unification should be pushed further""}",[],[]
cses_q6_1,EU unification: Conservatives,unknown,F8.0,"{""-999.0"": ""Not stated"", ""0.0"": ""0 European unification has already gone too far"", ""1.0"": ""1"", ""2.0"": ""2"", ""3.0"": ""3"", ""4.0"": ""4"", ""5.0"": ""5"", ""6.0"": ""6"", ""7.0"": ""7"", ""8.0"": ""8"", ""9.0"": ""9"", ""10.0"": ""10 European unification should be pushed further"", ""11.0"": ""Don't know""}",[],[]
cses_q6_2,EU unification: Labour,unknown,F8.0,"{""-999.0"": ""Not stated"", ""0.0"": ""0 European unification has already gone too far"", ""1.0"": ""1"", ""2.0"": ""2"", ""3.0"": ""3"", ""4.0"": ""4"", ""5.0"": ""5"", ""6.0"": ""6"", ""7.0"": ""7"", ""8.0"": ""8"", ""9.0"": ""9"", ""10.0"": ""10 European unification should be pushed further"", ""11.0"": ""Don't know""}",[],[]
cses_q6_3,EU unification: Liberal Democrats,unknown,F8.0,"{""-999.0"": ""Not stated"", ""0.0"": ""0 European unification has already gone too far"", ""1.0"": ""1"", ""2.0"": ""2"", ""3.0"": ""3"", ""4.0"": ""4"", ""5.0"": ""5"", ""6.0"": ""6"", ""7.0"": ""7"", ""8.0"": ""8"", ""9.0"": ""9"", ""10.0"": ""10 European unification should be pushed further"", ""11.0"": ""Don't know""}",[],[]
cses_q6_4,EU unification: UKIP,unknown,F8.0,"{""-999.0"": ""Not stated"", ""0.0"": ""0 European unification has already gone too far"", ""1.0"": ""1"", ""2.0"": ""2"", ""3.0"": ""3"", ""4.0"": ""4"", ""5.0"": ""5"", ""6.0"": ""6"", ""7.0"": ""7"", ""8.0"": ""8"", ""9.0"": ""9"", ""10.0"": ""10 European unification should be pushed further"", ""11.0"": ""Don't know""}",[],[]
cses_q6_5,EU unification: Greens,unknown,F8.0,"{""-999.0"": ""Not stated"", ""0.0"": ""0 European unification has already gone too far"", ""1.0"": ""1"", ""2.0"": ""2"", ""3.0"": ""3"", ""4.0"": ""4"", ""5.0"": ""5"", ""6.0"": ""6"", ""7.0"": ""7"", ""8.0"": ""8"", ""9.0"": ""9"", ""10.0"": ""10 European unification should be pushed further"", ""11.0"": ""Don't know""}",[],[]
cses_q6_6,EU unification: SNP,unknown,F8.0,"{""-999.0"": ""Not stated"", ""0.0"": ""0 European unification has already gone too far"", ""1.0"": ""1"", ""2.0"": ""2"", ""3.0"": ""3"", ""4.0"": ""4"", ""5.0"": ""5"", ""6.0"": ""6"", ""7.0"": ""7"", ""8.0"": ""8"", ""9.0"": ""9"", ""10.0"": ""10 European unification should be pushed further"", ""11.0"": ""Don't know""}",[],[]
cses_q6_7,EU unification: PC,unknown,F8.0,"{""-999.0"": ""Not stated"", ""0.0"": ""0 European unification has already gone too far"", ""1.0"": ""1"", ""2.0"": ""2"", ""3.0"": ""3"", ""4.0"": ""4"", ""5.0"": ""5"", ""6.0"": ""6"", ""7.0"": ""7"", ""8.0"": ""8"", ""9.0"": ""9"", ""10.0"": ""10 European unification should be pushed further"", ""11.0"": ""Don't know""}",[],[]
cses_q7_a,"CSES_Q7a Thinking about public expenditure on HEALTH, should there be much more",unknown,F8.0,"{""1.0"": ""Much more than now"", ""2.0"": ""Somewhat more than now"", ""3.0"": ""The same as now"", ""4.0"": ""Somewhat less than now"", ""5.0"": ""Much less than now"", ""6.0"": ""Don't know"", ""7.0"": ""Not stated""}",[],[]
cses_q7_b,"CSES_Q7b Thinking about public expenditure on EDUCATION, should there be much mo",unknown,F8.0,"{""1.0"": ""Much more than now"", ""2.0"": ""Somewhat more than now"", ""3.0"": ""The same as now"", ""4.0"": ""Somewhat less than now"", ""5.0"": ""Much less than now"", ""6.0"": ""Don't know"", ""7.0"": ""Not stated""}",[],[]
cses_q7_c,"CSES_Q7c Thinking about public expenditure on UNEMPLOYMENT BENEFITS, should ther",unknown,F8.0,"{""1.0"": ""Much more than now"", ""2.0"": ""Somewhat more than now"", ""3.0"": ""The same as now"", ""4.0"": ""Somewhat less than now"", ""5.0"": ""Much less than now"", ""6.0"": ""Don't know"", ""7.0"": ""Not stated""}",[],[]
cses_q7_d,"CSES_Q7d Thinking about public expenditure on DEFENCE, should there be much more",unknown,F8.0,"{""1.0"": ""Much more than now"", ""2.0"": ""Somewhat more than now"", ""3.0"": ""The same as now"", ""4.0"": ""Somewhat less than now"", ""5.0"": ""Much less than now"", ""6.0"": ""Don't know"", ""7.0"": ""Not stated""}",[],[]
cses_q7_e,"CSES_Q7e Thinking about public expenditure on OLD-AGE PENSIONS, should there be",unknown,F8.0,"{""1.0"": ""Much more than now"", ""2.0"": ""Somewhat more than now"", ""3.0"": ""The same as now"", ""4.0"": ""Somewhat less than now"", ""5.0"": ""Much less than now"", ""6.0"": ""Don't know"", ""7.0"": ""Not stated""}",[],[]
cses_q7_f,"CSES_Q7f Thinking about public expenditure on BUSINESS AND INDUSTRY, should ther",unknown,F8.0,"{""1.0"": ""Much more than now"", ""2.0"": ""Somewhat more than now"", ""3.0"": ""The same as now"", ""4.0"": ""Somewhat less than now"", ""5.0"": ""Much less than now"", ""6.0"": ""Don't know"", ""7.0"": ""Not stated""}",[],[]
cses_q7_g,"CSES_Q7g Thinking about public expenditure on POLICE AND LAW ENFORCEMENT, should",unknown,F8.0,"{""1.0"": ""Much more than now"", ""2.0"": ""Somewhat more than now"", ""3.0"": ""The same as now"", ""4.0"": ""Somewhat less than now"", ""5.0"": ""Much less than now"", ""6.0"": ""Don't know"", ""7.0"": ""Not stated""}",[],[]
cses_q7_h,"CSES_Q7h Thinking about public expenditure on WELFARE BENEFITS, should there be",unknown,F8.0,"{""1.0"": ""Much more than now"", ""2.0"": ""Somewhat more than now"", ""3.0"": ""The same as now"", ""4.0"": ""Somewhat less than now"", ""5.0"": ""Much less than now"", ""6.0"": ""Don't know"", ""7.0"": ""Not stated""}",[],[]
cses_q8,"CSES_Q8 Over the next ten years or so, how likely or unlikely is it that you wil",unknown,F8.0,"{""-999.0"": ""Not stated"", ""-1.0"": ""Don't know"", ""1.0"": ""Very likely"", ""2.0"": ""Somewhat likely"", ""3.0"": ""Somewhat unlikely"", ""4.0"": ""Very unlikely""}",[],[]
cses_q9,CSES_Q9 Please say to what extent you agree or disagree with the following state,unknown,F8.0,"{""-999.0"": ""Not stated"", ""-1.0"": ""Don't know"", ""1.0"": ""Strongly agree"", ""2.0"": ""Somewhat agree"", ""3.0"": ""Neither agree nor disagree"", ""4.0"": ""Somewhat disagree"", ""5.0"": ""Strongly disagree""}",[],[]
cses_q10,CSES_Q10 Some people say that it doesn't make difference who is in power. Others,unknown,F8.0,"{""-999.0"": ""Not stated"", ""-1.0"": ""Don't know"", ""1.0"": ""1 It doesn't make any difference who is in power"", ""2.0"": ""2"", ""3.0"": ""3"", ""4.0"": ""4"", ""5.0"": ""5 It makes a big difference who is in power""}",[],[]
cses_q11,"CSES_Q11 Some people say that no matter who people vote for, it won't make any d",unknown,F8.0,"{""-999.0"": ""Not stated"", ""-1.0"": ""Don't know"", ""1.0"": ""1 Who people vote for won't make any difference"", ""2.0"": ""2"", ""3.0"": ""3"", ""4.0"": ""4"", ""5.0"": ""5 Who people vote for can make a big difference""}",[],[]
cses_q12,"CSES_Q12 On the whole, are you very satisfied, fairly satisfied, not very satisf",unknown,F8.0,"{""-999.0"": ""Not stated"", ""-1.0"": ""Don't know"", ""1.0"": ""Very satisfied"", ""2.0"": ""Fairly satisfied"", ""3.0"": ""Not very satisfied"", ""4.0"": ""Not at all satisfied""}",[],[]
cses_q13,CSES_Q13 Do you usually think of yourself as close to any particular party?,unknown,F8.0,"{""-999.0"": ""Not stated"", ""-1.0"": ""Don't know"", ""1.0"": ""Yes"", ""2.0"": ""No""}",[],[]
cses_q14,CSES_Q14 Do you feel yourself a little closer to one of the political parties th,unknown,F8.0,"{""-999.0"": ""Not stated"", ""-1.0"": ""Don't know"", ""1.0"": ""Yes"", ""2.0"": ""No""}",[],[]
cses_q15,CSES_Q15 Which party do you feel closest to?,unknown,F8.0,"{""-999.0"": ""Not stated"", ""-1.0"": ""Don't know"", ""1.0"": ""Conservatives"", ""2.0"": ""Labour"", ""3.0"": ""Liberal Democrats"", ""4.0"": ""UKIP"", ""5.0"": ""The Green Party"", ""6.0"": ""SNP"", ""7.0"": ""Plaid Cymru""}",[],[]
cses_q16,"CSES_Q16 Do you feel very close to this party, somewhat close, or not very close",unknown,F8.0,"{""-999.0"": ""Not stated"", ""-1.0"": ""Don't know"", ""1.0"": ""Very close"", ""2.0"": ""Somewhat close"", ""3.0"": ""Not very close""}",[],[]
cses_q17,"CSES_Q17 During the campaign, did a party or candidate contact you in person or",unknown,F8.0,"{""-999.0"": ""Not stated"", ""-1.0"": ""Don't know"", ""1.0"": ""Yes"", ""2.0"": ""No""}",[],[]
cses_q17a_01,"CSES_Q17a 1) Did they contact you in any of the following ways? - In person, fac",unknown,F8.0,"{""-999.0"": ""Not stated"", ""-1.0"": ""Don't know"", ""1.0"": ""Yes"", ""2.0"": ""No""}",[],[]
cses_q17a_02,CSES_Q17a 2) Did they contact you in any of the following ways? - By mail,unknown,F8.0,"{""-999.0"": ""Not stated"", ""-1.0"": ""Don't know"", ""1.0"": ""Yes"", ""2.0"": ""No""}",[],[]
cses_q17a_03,CSES_Q17a 3) Did they contact you in any of the following ways? - By telephone,unknown,F8.0,"{""-999.0"": ""Not stated"", ""-1.0"": ""Don't know"", ""1.0"": ""Yes"", ""2.0"": ""No""}",[],[]
