ward_code,dLab,dGrn,dRef,lab_base,lab_2026,grn_base,grn_2026,ref_base,ref_2026
E05011142,-64.6,34.99,4.67,83.4,18.8,5.67,40.66,0.0,4.67
E05011155,-63.99,13.18,9.74,88.84,24.85,0.0,13.18,0.0,9.74
E05014067,-59.93,25.88,36.0,88.31,28.39,0.0,25.88,0.0,36.0
E05014128,-58.93,5.77,54.48,90.84,31.91,0.0,5.77,0.0,54.48
E05011182,-57.2,13.9,16.1,74.46,17.25,6.6,20.49,0.0,16.1
E05014136,-53.77,18.63,43.19,89.36,35.59,0.0,18.63,0.0,43.19
E05014061,-53.03,38.21,10.24,89.01,35.98,0.0,38.21,0.0,10.24
E05011240,-52.48,17.48,2.33,84.2,31.72,0.0,17.48,0.0,2.33
E05011170,-50.83,19.33,2.66,69.94,19.11,2.54,21.87,0.0,2.66
E05014062,-49.51,14.18,42.04,78.06,28.55,0.0,14.18,0.0,42.04
E05011128,-48.85,51.75,7.18,66.6,17.75,13.45,65.2,0.0,7.18
E05014058,-48.82,18.76,27.24,87.94,39.13,0.0,18.76,0.0,27.24
E05014069,-48.72,9.74,37.86,88.24,39.52,0.0,9.74,0.0,37.86
E05014064,-48.53,35.18,10.77,79.61,31.08,0.0,35.18,0.0,10.77
E05014057,-48.38,20.18,27.38,86.41,38.03,0.0,20.18,0.0,27.38
E05011131,-47.77,11.57,17.57,77.36,29.59,3.36,14.93,0.0,17.57
E05013895,-47.13,63.52,2.11,74.27,27.14,0.0,63.52,0.0,2.11
E05011247,-46.82,25.28,5.06,82.19,35.37,0.0,25.28,0.0,5.06
E05011120,-46.57,7.98,1.85,81.77,35.2,0.0,7.98,0.0,1.85
E05013569,-45.04,7.64,17.63,76.36,31.32,0.0,7.64,0.0,17.63
E05005213,-44.84,0.0,36.89,44.84,0.0,0.0,0.0,0.0,36.89
E05011246,-44.6,8.92,10.8,76.55,31.95,0.0,8.92,0.0,10.8
E05011244,-44.39,18.18,10.23,76.49,32.1,0.0,18.18,0.0,10.23
E05011125,-44.37,16.53,4.91,78.99,34.62,0.0,16.53,0.0,4.91
E05011248,-44.32,17.18,9.37,78.61,34.29,0.0,17.18,0.0,9.37
E05011138,-43.34,13.71,28.6,64.99,21.65,0.0,13.71,0.0,28.6
E05011153,-43.02,1.99,1.8,70.73,27.71,4.27,6.26,0.0,1.8
E05011127,-42.84,12.54,3.42,67.84,25.0,0.0,12.54,0.0,3.42
E05011147,-42.68,15.01,4.18,76.43,33.75,0.0,15.01,0.0,4.18
E05011140,-42.64,38.72,12.27,55.02,12.38,4.62,43.34,0.0,12.27
E05014071,-42.49,9.96,23.35,87.19,44.7,0.0,9.96,0.0,23.35
E05013514,-42.17,8.89,8.55,60.28,18.11,0.0,8.89,0.0,8.55
E05014060,-41.92,27.09,26.77,74.29,32.37,0.0,27.09,0.0,26.77
E05013914,-41.86,2.78,5.89,70.75,28.89,14.15,16.93,0.0,5.89
E05013662,-41.44,41.58,10.12,71.91,30.48,0.0,41.58,0.0,10.12
E05011151,-41.19,29.48,12.52,67.2,26.01,7.75,37.23,0.0,12.52
E05011173,-41.06,8.96,23.24,63.78,22.72,5.87,14.83,0.0,23.24
E05011165,-40.95,5.93,51.28,60.78,19.83,7.12,13.04,0.0,51.28
E05013510,-40.9,17.42,7.82,78.32,37.42,5.78,23.2,0.0,7.82
E05014065,-40.85,22.48,32.74,77.18,36.33,0.0,22.48,0.0,32.74
E05011237,-40.84,14.48,9.27,65.3,24.46,6.3,20.78,0.0,9.27
E05013910,-40.79,5.04,10.18,67.91,27.12,12.8,17.84,0.0,10.18
E05011145,-40.78,13.7,5.88,79.81,39.03,0.0,13.7,0.0,5.88
E05014089,-40.74,37.75,12.72,68.24,27.49,8.92,46.67,1.67,14.39
E05013694,-40.55,12.94,9.94,73.21,32.66,3.57,16.51,0.0,9.94
E05013919,-40.06,3.86,8.89,61.95,21.89,16.56,20.42,0.0,8.89
E05011432,-39.93,22.1,28.3,68.14,28.21,0.0,22.1,0.0,28.3
E05013533,-39.9,2.86,7.53,72.33,32.43,4.84,7.69,0.0,7.53
E05014135,-39.74,-4.25,46.17,78.22,38.48,11.87,7.62,0.0,46.17
E05014054,-39.71,0.0,39.28,82.76,43.04,0.0,0.0,0.0,39.28
E05011251,-39.68,10.63,6.16,68.68,28.99,0.0,10.63,0.0,6.16
E05014066,-39.58,20.69,11.46,79.34,39.76,13.91,34.6,0.0,11.46
E05013595,-39.24,44.68,5.42,74.28,35.04,0.0,44.68,0.0,5.42
E05013887,-38.9,47.55,7.03,67.11,28.22,8.03,55.57,0.0,7.03
E05013601,-38.8,44.53,1.97,72.55,33.75,8.63,53.17,0.0,1.97
E05013591,-38.48,41.39,1.88,65.99,27.51,19.63,61.01,0.0,1.88
E05011421,-38.43,27.64,17.3,68.6,30.17,0.0,27.64,0.0,17.3
E05011171,-38.35,25.12,3.09,77.63,39.28,0.0,25.12,0.0,3.09
E05011253,-38.32,9.98,6.67,72.67,34.35,0.0,9.98,0.0,6.67
E05011110,-38.15,44.39,1.96,81.02,42.87,0.0,44.39,0.0,1.96
E05011172,-37.92,30.61,16.36,72.66,34.73,8.76,39.37,0.0,16.36
E05013583,-37.78,5.06,21.33,69.51,31.73,0.0,5.06,0.0,21.33
E05014091,-37.35,19.32,15.41,69.99,32.63,8.97,28.29,0.0,15.41
E05013882,-37.32,43.18,5.04,71.33,34.01,8.31,51.49,0.0,5.04
E05013918,-37.13,3.54,4.14,67.79,30.66,16.29,19.83,0.0,4.14
E05013909,-37.12,7.52,2.96,63.42,26.31,14.31,21.83,0.0,2.96
E05013624,-37.03,1.13,17.16,64.93,27.9,5.36,6.49,0.0,17.16
E05013682,-36.83,2.84,12.32,67.63,30.8,6.45,9.29,0.0,12.32
E05006638,-36.81,-8.35,23.64,39.75,2.94,12.27,3.93,0.0,23.64
E05013619,-36.76,1.28,8.71,71.92,35.16,6.02,7.3,0.0,8.71
E05011168,-36.69,23.58,9.69,72.65,35.96,7.56,31.14,0.0,9.69
E05013602,-36.58,40.68,2.09,71.51,34.93,11.28,51.96,0.0,2.09
E05014137,-36.57,7.04,39.08,70.02,33.44,17.07,24.11,0.0,39.08
E05013903,-36.5,39.93,5.74,79.14,42.64,0.0,39.93,0.0,5.74
E05011241,-36.23,6.23,5.14,64.69,28.46,0.0,6.23,0.0,5.14
E05013516,-36.21,33.2,10.7,63.21,26.99,0.0,33.2,0.0,10.7
E05013916,-36.2,9.81,5.27,71.62,35.42,11.61,21.41,0.0,5.27
E05011124,-36.04,36.73,22.54,52.61,16.57,7.79,44.52,1.18,23.72
E05013576,-36.01,6.97,17.78,77.0,40.99,0.0,6.97,0.0,17.78
E05013598,-36.0,38.11,5.31,72.69,36.69,11.19,49.3,0.0,5.31
E05013896,-35.88,46.44,2.32,65.2,29.33,7.61,54.04,0.0,2.32
E05013507,-35.86,13.09,5.89,62.51,26.65,7.32,20.41,0.0,5.89
E05011126,-35.82,16.86,7.65,57.28,21.45,8.17,25.03,0.0,7.65
E05014088,-35.78,23.03,21.79,65.52,29.74,12.18,35.21,0.0,21.79
E05013795,-35.74,36.04,8.67,75.22,39.48,0.0,36.04,0.0,8.67
E05013913,-35.52,4.28,2.84,68.51,32.98,13.66,17.94,0.0,2.84
E05013926,-35.48,2.66,3.8,59.78,24.31,10.36,13.03,1.04,4.84
E05013892,-35.43,30.34,6.67,72.69,37.27,8.83,39.17,0.0,6.67
E05014121,-35.38,-7.08,48.1,67.24,31.86,24.99,17.91,0.0,48.1
E05013654,-35.37,36.02,7.43,76.63,41.26,0.0,36.02,0.0,7.43
E05011529,-35.15,13.42,23.19,63.59,28.44,0.0,13.42,0.0,23.19
E05013905,-34.91,0.51,2.03,62.15,27.24,18.47,18.99,0.0,2.03
E05013617,-34.81,2.41,15.37,67.96,33.15,5.95,8.36,0.0,15.37
E05013917,-34.79,18.1,8.76,64.11,29.33,17.36,35.46,0.0,8.76
E05013503,-34.68,33.29,9.09,68.02,33.34,7.59,40.88,0.0,9.09
E05011122,-34.66,29.05,5.25,51.8,17.14,5.45,34.5,0.0,5.25
E05013582,-34.41,21.24,17.58,66.96,32.55,0.0,21.24,0.0,17.58
E05013604,-34.26,39.53,10.73,68.27,34.01,0.0,39.53,0.0,10.73
E05013669,-34.25,0.0,13.99,71.35,37.09,0.0,0.0,0.0,13.99
E05013891,-34.22,42.04,4.69,69.71,35.49,10.79,52.83,0.0,4.69
E05013921,-34.22,4.42,2.85,56.38,22.16,10.54,14.96,0.0,2.85
E05013509,-34.07,24.93,8.66,79.05,44.99,6.17,31.1,0.0,8.66
E05014126,-34.05,10.11,33.87,69.12,35.08,0.0,10.11,0.0,33.87
E05013603,-34.0,19.39,4.01,78.14,44.14,0.0,19.39,0.0,4.01
E05013912,-33.96,14.89,2.2,63.25,29.29,20.11,35.0,0.0,2.2
E05009372,-33.87,31.48,1.85,67.7,33.84,19.26,50.73,0.0,1.85
E05014129,-33.78,-4.3,48.51,60.63,26.86,19.4,15.1,0.0,48.51
E05011540,-33.75,6.02,40.26,44.9,11.15,0.0,6.02,0.0,40.26
E05014070,-33.7,0.0,33.51,84.75,51.05,0.0,0.0,0.0,33.51
E05011129,-33.69,19.37,19.37,57.88,24.19,8.49,27.86,0.0,19.37
E05013714,-33.65,31.44,16.84,70.99,37.34,0.0,31.44,0.0,16.84
E05013630,-33.53,15.0,22.91,69.53,36.01,5.15,20.15,0.0,22.91
E05013680,-33.51,24.18,16.44,62.13,28.62,5.21,29.39,0.0,16.44
E05013665,-33.49,36.08,7.7,68.21,34.72,0.0,36.08,0.0,7.7
E05011179,-33.39,10.26,26.69,60.47,27.08,0.0,10.26,0.0,26.69
E05013703,-33.31,15.75,4.72,66.0,32.7,18.25,34.0,0.0,4.72
E05013927,-33.3,13.06,8.9,66.14,32.83,17.74,30.8,0.0,8.9
E05013732,-33.3,32.36,2.75,68.46,35.15,22.38,54.74,0.0,2.75
E05011420,-33.29,0.0,53.92,66.23,32.93,0.0,0.0,0.0,53.92
E05009379,-33.18,24.29,1.87,70.94,37.76,29.06,53.35,0.0,1.87
E05013658,-33.16,34.63,12.6,67.38,34.22,0.0,34.63,0.0,12.6
E05014093,-33.1,30.04,13.41,75.65,42.55,0.0,30.04,0.0,13.41
E05011144,-33.02,14.88,14.14,52.28,19.26,5.72,20.61,0.0,14.14
E05013748,-32.97,26.97,8.42,76.3,43.34,0.0,26.97,0.0,8.42
E05014125,-32.92,6.57,53.34,69.98,37.05,0.0,6.57,0.0,53.34
E05005214,-32.86,24.36,49.96,48.69,15.83,0.0,24.36,0.0,49.96
E05013638,-32.75,8.47,16.01,46.46,13.71,4.08,12.55,0.0,16.01
E05013728,-32.71,36.04,4.62,67.21,34.5,13.82,49.86,0.0,4.62
E05013505,-32.7,33.65,12.5,56.48,23.78,0.0,33.65,0.0,12.5
E05013561,-32.5,9.91,14.35,64.13,31.64,0.0,9.91,0.0,14.35
E05011161,-32.47,10.9,42.27,52.66,20.18,2.66,13.55,0.0,42.27
E05014053,-32.43,13.31,12.74,71.23,38.8,20.72,34.02,0.0,12.74
E05014092,-32.15,22.45,11.04,68.35,36.2,8.91,31.36,1.09,12.13
E05013883,-32.08,26.4,4.27,70.2,38.12,11.32,37.72,0.0,4.27
E05014094,-32.08,25.7,14.35,70.92,38.84,0.0,25.7,0.0,14.35
E05013497,-32.05,16.6,10.43,60.92,28.87,6.41,23.01,0.0,10.43
E05011415,-32.01,0.0,42.61,47.81,15.81,0.0,0.0,0.0,42.61
E05014068,-31.93,28.48,15.49,75.67,43.74,0.0,28.48,0.0,15.49
E05009374,-31.74,28.07,4.17,70.28,38.54,21.06,49.13,0.0,4.17
E05011103,-31.52,26.3,4.11,56.94,25.42,12.89,39.19,0.0,4.11
E05011143,-31.48,15.17,11.69,69.4,37.92,0.0,15.17,0.0,11.69
E05011184,-31.42,13.46,27.19,51.76,20.34,7.19,20.65,0.0,27.19
E05011419,-31.41,3.53,45.62,61.18,29.77,6.14,9.67,0.0,45.62
E05011098,-31.37,29.97,2.35,63.36,32.0,7.84,37.81,0.0,2.35
E05014087,-31.34,18.1,14.95,70.68,39.34,9.18,27.28,0.0,14.95
E05013612,-31.24,1.69,15.06,65.62,34.38,5.94,7.63,0.0,15.06
E05013506,-31.15,21.39,8.11,55.95,24.8,3.62,25.01,0.0,8.11
E05009396,-31.12,32.06,9.5,72.63,41.52,0.0,32.06,0.0,9.5
E05013605,-31.11,29.18,6.8,68.91,37.8,8.28,37.45,0.0,6.8
E05011164,-31.1,6.73,36.86,41.7,10.59,6.29,13.02,0.0,36.86
E05009380,-31.02,33.42,1.37,63.28,32.27,25.8,59.22,0.0,1.37
E05013596,-31.01,10.47,3.07,77.49,46.48,4.61,15.09,0.0,3.07
E05011148,-30.96,10.3,33.68,55.43,24.46,3.77,14.07,0.0,33.68
E05013587,-30.81,10.64,6.42,76.08,45.28,5.93,16.57,0.0,6.42
E05013519,-30.75,9.06,7.88,66.98,36.23,3.48,12.54,0.0,7.88
E05011146,-30.65,8.68,29.6,39.73,9.08,5.46,14.14,0.0,29.6
E05013677,-30.62,9.36,17.63,64.63,34.0,5.19,14.56,0.0,17.63
E05011266,-30.59,12.32,28.05,55.22,24.63,0.0,12.32,0.0,28.05
E05013633,-30.54,15.61,12.29,66.3,35.77,4.97,20.57,0.0,12.29
E05011158,-30.45,9.01,35.66,56.55,26.1,4.5,13.51,0.0,35.66
E05014072,-30.44,5.86,23.62,66.02,35.58,13.92,19.77,0.0,23.62
E05013538,-30.42,2.32,7.71,71.01,40.58,2.13,4.45,0.0,7.71
E05013794,-30.33,28.93,11.22,72.97,42.64,0.0,28.93,0.0,11.22
E05001725,-30.32,13.51,49.7,52.74,22.42,0.0,13.51,0.0,49.7
E05014113,-30.28,22.35,2.82,56.72,26.44,20.28,42.64,0.0,2.82
E05011141,-30.03,11.7,11.47,38.75,8.71,5.35,17.05,0.0,11.47
E05011435,-29.93,7.63,41.65,58.43,28.5,0.0,7.63,0.0,41.65
E05014074,-29.92,20.21,16.52,62.08,32.16,15.54,35.75,0.0,16.52
E05011150,-29.88,8.53,41.44,46.19,16.31,4.02,12.56,0.0,41.44
E05013915,-29.84,8.33,3.66,62.93,33.08,7.24,15.57,0.0,3.66
E05013513,-29.82,15.73,18.7,56.63,26.81,4.31,20.04,0.0,18.7
E05013924,-29.78,25.22,3.1,57.2,27.42,21.85,47.07,0.0,3.1
E05011119,-29.71,8.18,34.3,46.01,16.3,5.59,13.77,0.0,34.3
E05013564,-29.68,2.14,15.06,70.19,40.51,5.06,7.21,0.0,15.06
E05013741,-29.51,23.07,13.37,72.68,43.16,0.0,23.07,0.0,13.37
E05009375,-29.48,23.73,2.82,67.35,37.87,24.87,48.6,0.0,2.82
E05014055,-29.47,33.7,15.64,69.33,39.87,0.0,33.7,0.0,15.64
E05013523,-29.43,9.97,20.47,62.43,33.0,4.38,14.35,0.0,20.47
E05013600,-29.39,31.96,2.92,54.56,25.17,9.24,41.19,0.0,2.92
E05013522,-29.35,19.5,11.91,59.8,30.45,6.51,26.01,0.0,11.91
E05013902,-29.34,29.69,3.68,76.07,46.73,11.75,41.44,0.0,3.68
E05013899,-29.29,38.5,1.83,68.15,38.86,13.99,52.49,0.0,1.83
E05011159,-29.0,11.99,39.47,43.46,14.46,0.0,11.99,0.0,39.47
E05013536,-28.97,18.09,10.02,59.22,30.25,8.19,26.28,0.0,10.02
E05013640,-28.95,24.66,13.54,64.55,35.6,4.09,28.75,0.0,13.54
E05014006,-28.94,12.69,29.9,40.61,11.67,0.0,12.69,0.0,29.9
E05014100,-28.93,22.01,8.03,66.43,37.49,12.41,34.42,0.0,8.03
E05013922,-28.9,12.67,9.19,59.52,30.62,15.03,27.69,1.85,11.04
E05013920,-28.85,12.64,6.21,61.31,32.46,12.96,25.6,0.0,6.21
E05014085,-28.82,11.42,29.6,64.67,35.85,6.0,17.42,0.0,29.6
E05013911,-28.79,14.78,6.25,63.76,34.98,19.92,34.7,0.0,6.25
E05013581,-28.7,17.61,27.28,54.57,25.87,7.25,24.86,0.0,27.28
E05013907,-28.65,8.9,5.51,56.63,27.98,14.62,23.52,0.0,5.51
E05013501,-28.6,29.26,6.78,67.99,39.4,7.23,36.5,0.0,6.78
E05011416,-28.55,6.08,49.52,52.5,23.95,3.5,9.58,0.0,49.52
E05013528,-28.54,9.86,8.13,58.77,30.24,4.59,14.46,0.0,8.13
E05009381,-28.46,10.01,2.13,70.36,41.9,23.79,33.8,0.0,2.13
E05013809,-28.42,33.77,7.65,71.94,43.51,0.0,33.77,0.0,7.65
E05011154,-28.4,22.0,7.73,42.66,14.26,5.1,27.1,0.0,7.73
E05011250,-28.24,15.38,5.99,69.13,40.89,0.0,15.38,0.0,5.99
E05013584,-28.23,12.41,28.51,54.42,26.19,8.23,20.63,0.0,28.51
E05011183,-28.2,1.62,4.86,43.65,15.45,5.01,6.62,0.0,4.86
E05011137,-28.19,12.33,34.35,67.48,39.28,0.0,12.33,0.0,34.35
E05013975,-28.08,13.36,44.47,46.34,18.25,0.0,13.36,0.0,44.47
E05011225,-27.91,10.72,29.18,69.08,41.17,0.0,10.72,0.0,29.18
E05013618,-27.91,7.99,21.91,63.85,35.93,5.18,13.17,0.0,21.91
E05013719,-27.85,38.39,2.19,60.27,32.41,16.07,54.45,0.0,2.19
E05013653,-27.79,35.72,7.24,66.41,38.62,0.0,35.72,0.0,7.24
E05013906,-27.64,11.46,6.07,58.7,31.06,13.68,25.14,0.0,6.07
E05013570,-27.54,8.33,23.58,54.24,26.7,7.75,16.08,0.0,23.58
E05013632,-27.5,17.9,15.19,65.32,37.82,4.98,22.88,0.0,15.19
E05011163,-27.47,15.08,24.5,47.35,19.88,3.13,18.21,0.0,24.5
E05013512,-27.45,10.26,10.29,61.46,34.01,6.59,16.85,0.0,10.29
E05013537,-27.41,3.7,7.3,61.77,34.36,3.63,7.33,0.0,7.3
E05011167,-27.36,12.08,2.41,47.54,20.17,0.0,12.08,0.0,2.41
E05013651,-27.22,24.91,13.96,56.84,29.62,5.88,30.79,0.0,13.96
E05013517,-27.12,27.4,10.36,63.01,35.89,7.66,35.06,0.0,10.36
E05013898,-27.0,42.7,2.24,74.54,47.54,0.0,42.7,0.0,2.24
E05011123,-26.97,11.47,35.48,43.77,16.8,3.62,15.09,0.0,35.48
E05014117,-26.92,13.92,3.98,57.92,31.0,17.5,31.43,0.0,3.98
E05011134,-26.86,20.7,9.91,41.49,14.64,5.53,26.23,0.0,9.91
E05011162,-26.78,7.12,43.85,47.75,20.96,5.5,12.63,0.0,43.85
E05011149,-26.75,9.4,26.63,32.77,6.01,50.9,60.29,0.0,26.63
E05013562,-26.72,0.87,19.79,53.57,26.85,6.42,7.29,0.0,19.79
E05013552,-26.67,7.15,9.01,41.85,15.19,0.0,7.15,0.0,9.01
E05011160,-26.65,13.29,19.69,38.61,11.96,0.0,13.29,0.0,19.69
E05011227,-26.59,10.26,25.89,38.99,12.4,0.0,10.26,0.0,25.89
E05013729,-26.55,29.19,7.81,60.4,33.85,18.04,47.23,0.0,7.81
E05014012,-26.51,23.08,10.15,71.43,44.92,0.0,23.08,0.0,10.15
E05013685,-26.5,6.38,10.59,68.9,42.4,4.32,10.7,0.0,10.59
E05013606,-26.47,1.58,34.17,56.88,30.4,4.82,6.41,0.0,34.17
E05009382,-26.42,32.67,2.02,63.31,36.89,21.84,54.51,0.0,2.02
E05013614,-26.41,0.07,29.99,58.38,31.97,6.0,6.07,0.0,29.99
E05011218,-26.36,7.24,30.9,59.89,33.53,5.33,12.57,0.0,30.9
E05011096,-26.26,29.44,2.49,72.11,45.86,8.65,38.09,0.0,2.49
E05011417,-26.22,0.0,35.94,48.98,22.77,0.0,0.0,0.0,35.94
E05013705,-26.14,11.75,4.6,64.87,38.73,19.44,31.19,0.0,4.6
E05011231,-26.14,9.38,34.07,62.43,36.29,0.0,9.38,0.0,34.07
E05013526,-26.14,11.41,11.49,67.88,41.74,4.61,16.03,0.0,11.49
E05014086,-26.12,13.03,23.37,47.61,21.49,0.0,13.03,1.29,24.66
E05013634,-26.06,18.7,19.24,66.88,40.82,5.3,23.99,0.0,19.24
E05013822,-26.06,1.65,18.09,69.71,43.65,4.71,6.36,0.0,18.09
E05009367,-25.95,27.59,2.59,62.82,36.87,25.05,52.65,0.0,2.59
E05014112,-25.92,12.36,4.74,57.49,31.57,15.0,27.36,0.0,4.74
E05014075,-25.88,15.13,14.97,65.04,39.16,17.93,33.06,0.0,14.97
E05013659,-25.82,12.46,3.28,39.85,14.03,0.0,12.46,0.0,3.28
E05014098,-25.82,20.93,1.56,62.35,36.53,26.41,47.34,0.0,1.56
E05013908,-25.81,7.38,5.46,55.62,29.8,15.03,22.41,1.28,6.75
E05013666,-25.81,-7.66,6.28,69.36,43.55,7.66,0.0,0.0,6.28
E05014084,-25.8,19.39,14.21,61.94,36.13,11.82,31.21,0.0,14.21
E05013691,-25.76,19.31,11.77,49.96,24.21,5.06,24.37,0.0,11.77
E05009371,-25.69,24.43,3.92,65.24,39.55,21.54,45.97,0.0,3.92
E05013736,-25.67,10.67,17.92,79.18,53.51,0.0,10.67,0.0,17.92
E05009376,-25.65,-2.26,1.51,71.53,45.88,24.84,22.58,0.0,1.51
E05013647,-25.6,8.49,20.4,55.7,30.1,4.54,13.03,0.0,20.4
E05013655,-25.58,25.3,7.56,68.97,43.39,10.5,35.8,0.0,7.56
E05013707,-25.5,12.65,8.83,65.65,40.15,19.46,32.11,0.0,8.83
E05011118,-25.45,18.57,20.68,39.34,13.89,3.16,21.74,0.0,20.68
E05013884,-25.42,35.13,2.98,65.04,39.62,10.46,45.6,0.0,2.98
E05013817,-25.4,15.52,16.37,69.01,43.61,5.5,21.02,0.0,16.37
E05014024,-25.39,29.17,6.43,67.48,42.09,5.83,34.99,0.0,6.43
E05014090,-25.35,18.44,21.22,74.89,49.54,0.0,18.44,0.0,21.22
E05013670,-25.31,21.34,5.19,54.56,29.25,0.0,21.34,0.0,5.19
E05013607,-25.28,4.09,21.12,69.58,44.3,10.58,14.67,0.0,21.12
E05009378,-25.23,20.55,4.1,65.12,39.89,20.5,41.05,0.0,4.1
E05009319,-25.19,28.96,7.88,50.94,25.74,12.13,41.09,0.0,7.88
E05013762,-25.16,10.55,31.01,33.56,8.4,3.39,13.94,0.0,31.01
E05013733,-25.13,10.37,11.12,76.02,50.89,0.0,10.37,0.0,11.12
E05013684,-25.13,4.92,13.07,62.26,37.13,4.14,9.06,0.0,13.07
E05013511,-25.08,10.83,9.19,45.02,19.94,0.0,10.83,0.0,9.19
E05011277,-25.08,8.51,29.64,35.07,9.99,0.0,8.51,0.0,29.64
E05011224,-24.97,4.89,32.91,43.31,18.34,0.0,4.89,0.0,32.91
E05011219,-24.78,7.94,32.59,40.38,15.6,0.0,7.94,0.0,32.59
E05009394,-24.74,24.76,14.02,61.61,36.86,0.0,24.76,0.0,14.02
E05013759,-24.71,11.66,18.58,53.01,28.31,0.0,11.66,0.0,18.58
E05011229,-24.68,9.63,19.61,33.41,8.74,0.0,9.63,2.29,21.9
E05014096,-24.66,18.85,1.93,65.15,40.49,20.54,39.39,0.0,1.93
E05011433,-24.65,12.93,33.54,38.2,13.55,0.0,12.93,0.0,33.54
E05011418,-24.63,5.84,52.15,43.66,19.03,0.0,5.84,0.0,52.15
E05013532,-24.6,3.83,23.64,67.94,43.34,4.65,8.48,0.0,23.64
E05013649,-24.5,16.38,22.75,58.22,33.71,4.65,21.04,0.0,22.75
E05011222,-24.49,5.29,37.01,46.34,21.85,0.0,5.29,0.0,37.01
E05013893,-24.47,30.59,2.18,70.42,45.94,10.72,41.31,0.0,2.18
E05014063,-24.44,0.0,33.74,73.57,49.13,0.0,0.0,0.0,33.74
E05013683,-24.44,16.4,9.41,43.81,19.38,5.41,21.81,0.0,9.41
E05013608,-24.43,9.78,13.13,52.73,28.3,23.73,33.51,0.0,13.13
E05013752,-24.39,23.44,7.65,77.08,52.69,6.59,30.03,0.0,7.65
E05013656,-24.34,21.48,5.4,45.53,21.18,0.0,21.48,0.0,5.4
E05011178,-24.33,18.62,23.06,32.17,7.84,11.07,29.69,0.0,23.06
E05013712,-24.31,24.51,5.78,61.28,36.97,24.88,49.39,0.0,5.78
E05014083,-24.28,13.19,21.01,58.75,34.47,8.97,22.16,2.92,23.93
E05013923,-24.27,23.07,7.38,47.73,23.45,21.39,44.46,0.0,7.38
E05011107,-24.26,24.58,3.36,59.71,35.46,16.62,41.2,0.0,3.36
E05009387,-24.24,17.3,8.25,65.2,40.96,22.06,39.36,0.0,8.25
E05014106,-24.21,23.4,4.22,63.03,38.82,20.54,43.93,0.0,4.22
E05013508,-24.21,13.64,8.27,44.33,20.13,0.0,13.64,0.0,8.27
E05011220,-24.2,4.64,33.85,35.54,11.34,0.0,4.64,2.92,36.77
E05013687,-24.19,13.95,10.97,30.33,6.14,6.11,20.06,0.0,10.97
E05013496,-24.19,10.03,10.39,42.35,18.16,0.0,10.03,0.0,10.39
E05013971,-24.1,8.83,42.47,37.72,13.62,3.05,11.88,0.0,42.47
E05011423,-24.1,0.0,66.24,47.9,23.8,0.0,0.0,0.0,66.24
E05013700,-24.05,20.73,12.42,65.66,41.61,13.66,34.39,0.0,12.42
E05011152,-24.05,7.71,39.13,34.98,10.93,7.55,15.26,0.0,39.13
E05009399,-24.02,17.35,13.28,71.05,47.03,0.0,17.35,0.0,13.28
E05011226,-24.01,3.77,31.4,38.77,14.76,5.05,8.82,2.3,33.7
E05013593,-23.94,22.39,1.78,64.99,41.05,15.14,37.53,0.0,1.78
E05013888,-23.85,41.39,3.26,54.03,30.18,8.58,49.97,0.0,3.26
E05011112,-23.84,15.31,13.26,51.69,27.85,14.53,29.85,0.0,13.26
E05013623,-23.83,0.95,18.5,59.63,35.79,6.62,7.56,0.0,18.5
E05013675,-23.75,15.36,16.78,56.2,32.44,5.42,20.78,0.0,16.78
E05013721,-23.75,24.63,3.32,58.56,34.81,19.86,44.49,0.0,3.32
E05011130,-23.74,31.66,12.88,49.73,25.99,10.02,41.68,0.0,12.88
E05013597,-23.74,18.25,3.03,53.27,29.53,39.82,58.07,0.0,3.03
E05014107,-23.67,21.73,2.95,62.67,38.99,19.69,41.42,0.0,2.95
E05011217,-23.65,6.09,33.92,41.32,17.67,0.0,6.09,0.0,33.92
E05013674,-23.62,6.03,16.58,61.05,37.44,4.19,10.23,0.0,16.58
E05011115,-23.58,28.53,3.2,65.83,42.26,17.4,45.92,0.0,3.2
E05014079,-23.56,8.78,22.58,46.0,22.44,4.82,13.6,1.38,23.96
E05013671,-23.47,20.82,4.79,46.08,22.61,0.0,20.82,0.0,4.79
E05013599,-23.45,30.71,2.53,71.69,48.24,6.04,36.75,0.0,2.53
E05013565,-23.45,7.76,17.62,50.31,26.86,0.0,7.76,0.0,17.62
E05013502,-23.42,12.91,13.06,38.86,15.44,3.02,15.93,0.0,13.06
E05011430,-23.41,0.0,55.93,54.97,31.56,0.0,0.0,0.0,55.93
E05014110,-23.37,9.57,2.98,52.88,29.52,21.0,30.57,0.0,2.98
E05014116,-23.35,14.69,2.83,49.06,25.71,15.01,29.7,0.0,2.83
E05011239,-23.34,6.96,10.33,56.96,33.62,0.0,6.96,0.0,10.33
E05013730,-23.27,28.84,2.47,58.32,35.05,22.18,51.02,0.0,2.47
E05011434,-23.25,17.91,25.15,35.18,11.93,0.0,17.91,0.0,25.15
E05011109,-23.24,19.68,3.8,69.28,46.04,6.6,26.28,1.33,5.13
E05014002,-23.2,22.91,10.01,67.88,44.69,9.31,32.22,0.0,10.01
E05013815,-23.18,17.98,8.44,75.87,52.69,5.09,23.07,0.0,8.44
