ons,year,disc_pct
E06000011,2025-26,16.958850560993078
E06000011,2026-27,16.07634386587502
E06000012,2022-23,17.594921255036017
E06000012,2023-24,17.285653229466373
E06000012,2024-25,17.846352110075163
E06000012,2025-26,18.619957831659548
E06000012,2026-27,18.062859162816306
E06000013,2022-23,21.35373451808047
E06000013,2023-24,20.514303797899093
E06000013,2024-25,19.835435333150414
E06000013,2025-26,19.883219389102432
E06000013,2026-27,17.06753577858673
E06000014,2022-23,16.482667638737002
E06000014,2023-24,17.01779571937488
E06000014,2024-25,16.590415416809222
E06000014,2025-26,15.627552979785637
E06000014,2026-27,15.01391677893292
E06000015,2022-23,13.268913936033892
E06000015,2023-24,12.917020031295166
E06000015,2024-25,12.4642331089049
E06000015,2025-26,12.045904921871445
E06000015,2026-27,12.439953896490184
E06000016,2022-23,11.414748566243409
E06000016,2023-24,12.803569055121388
E06000016,2024-25,11.260218730407813
E06000016,2025-26,10.893949495303929
E06000016,2026-27,10.78193319729109
E06000017,2022-23,29.02817156300899
E06000017,2023-24,26.862696237229006
E06000017,2024-25,26.927663535092055
E06000017,2025-26,27.13713575473001
E06000017,2026-27,25.078169784772527
E06000018,2022-23,23.72342440411167
E06000018,2023-24,22.83968818694658
E06000018,2024-25,22.483337447543818
E06000018,2025-26,20.369872675303462
E06000018,2026-27,19.733672748763453
E06000019,2022-23,13.419017845420125
E06000019,2023-24,14.197949105502495
E06000019,2024-25,12.023672013430435
E06000019,2025-26,10.771273106972888
E06000019,2026-27,9.956955000238999
E06000020,2022-23,17.13735268912815
E06000020,2023-24,17.606549896139224
E06000020,2024-25,16.233470132238942
E06000020,2025-26,17.51353029233442
E06000020,2026-27,16.482495119234407
E06000021,2022-23,15.455102818605113
E06000021,2023-24,14.18492039651547
E06000021,2024-25,13.479103588938013
E06000021,2025-26,12.908813632370249
E06000021,2026-27,12.021698244568084
E06000022,2022-23,17.022248681277603
E06000022,2023-24,17.951653669179755
E06000022,2024-25,14.732811389031225
E06000022,2025-26,10.90407876623785
E06000022,2026-27,11.74266167444885
E06000023,2022-23,11.04605546510088
E06000023,2023-24,15.04532558110861
E06000023,2024-25,13.164466296397462
E06000023,2025-26,13.71579563873112
E06000023,2026-27,12.36531932412337
E06000024,2022-23,19.583417675397758
E06000024,2023-24,20.082928751405344
E06000024,2024-25,19.620124129771426
E06000024,2025-26,16.62495150612587
E06000024,2026-27,16.36764009561244
E06000025,2022-23,15.556654875332619
E06000025,2023-24,14.86459357375692
E06000025,2024-25,15.327618281561726
E06000025,2025-26,14.548573540906974
E06000025,2026-27,
E06000026,2022-23,14.638654148986044
E06000026,2023-24,17.437005719555657
E06000026,2024-25,14.78409993226565
E06000026,2025-26,13.191298032027117
E06000026,2026-27,11.936775496362067
E06000027,2022-23,14.741164351250132
E06000027,2023-24,12.835937161898991
E06000027,2024-25,17.658014556307414
E06000027,2025-26,17.242213159129463
E06000027,2026-27,19.41825646926527
E06000030,2022-23,13.782844605830014
E06000030,2023-24,11.932270304052786
E06000030,2024-25,11.055277928216238
E06000030,2025-26,12.804783517499827
E06000030,2026-27,10.328022265164497
E06000031,2022-23,11.114827515790807
E06000031,2023-24,9.675529303710272
E06000031,2024-25,9.235996917890112
E06000031,2025-26,8.308967124499638
E06000031,2026-27,10.233656043662098
E06000032,2022-23,14.297311432072874
E06000032,2023-24,14.4508373969767
E06000032,2024-25,13.20714516450511
E06000032,2025-26,12.706813492212973
E06000032,2026-27,13.276184876290095
E06000033,2022-23,17.304139295312034
E06000033,2023-24,15.167238259152862
E06000033,2024-25,14.592932123687836
E06000033,2025-26,16.729473994340488
E06000033,2026-27,17.094345006896333
E06000034,2022-23,19.271791099668995
E06000034,2023-24,17.464243590184022
E06000034,2024-25,16.6949809308203
E06000034,2025-26,
E06000034,2026-27,15.414976462339743
E06000035,2022-23,19.593446619385887
E06000035,2023-24,17.81113381109147
E06000035,2024-25,17.610994005277988
E06000035,2025-26,18.520949590533082
E06000035,2026-27,18.03334808085378
E06000036,2022-23,12.301745049203735
E06000036,2023-24,15.910570475145567
E06000036,2024-25,15.898684513191759
E06000036,2025-26,14.758472065939571
E06000036,2026-27,14.281433832593104
E06000037,2022-23,16.284327970348677
E06000037,2023-24,15.785176009798697
E06000037,2024-25,14.205284235710199
E06000037,2025-26,13.690050265461709
E06000037,2026-27,12.790109467635215
E06000038,2022-23,13.249339724151424
E06000038,2023-24,14.034471253842169
E06000038,2024-25,12.090945897265057
E06000038,2025-26,10.609716610589444
E06000038,2026-27,11.335447451873101
E06000039,2022-23,
E06000039,2023-24,
E06000039,2024-25,13.715662573059426
E06000039,2025-26,
E06000039,2026-27,9.557563559390923
E06000040,2022-23,12.763717755518128
E06000040,2023-24,12.720302856779284
E06000040,2024-25,9.98759549499882
